p,m,kind,θ,λ_min,λ_max,κ
1,4,lumped,1.0,0.9999999999995242,4.443546705148792,4.443546705150907
1,4,lumped,1.0,0.9999999999995242,4.443546705148792,4.443546705150907
1,4,dirichlet,0.0,0.9999999999996358,2.3508069384136467,2.350806938414503
1,4,dirichlet,-0.031250000000000035,0.9999999999996358,2.3508069384136467,2.350806938414503
1,8,lumped,1.0,0.999999999999014,12.268588783364079,12.268588783376176
1,8,lumped,1.0,0.999999999999014,12.268588783364079,12.268588783376176
1,8,dirichlet,-0.031250000000000035,0.999999999998345,3.1956201298283142,3.195620129833603
1,8,dirichlet,0.0,0.999999999998345,3.1956201298283142,3.195620129833603
1,16,lumped,1.0,0.9999999999973945,31.17860335913278,31.178603359214016
1,16,lumped,1.0,0.9999999999973945,31.17860335913278,31.178603359214016
1,16,dirichlet,0.0,0.9999999999945208,4.188166252021851,4.188166252044799
1,16,dirichlet,-0.031250000000000035,0.9999999999945208,4.188166252021851,4.188166252044799
1,32,lumped,1.0,0.9999999999961624,75.76110749485096,75.7611074951417
1,32,lumped,1.0,0.9999999999961624,75.76110749485096,75.7611074951417
1,32,dirichlet,0.0,0.9999999999831699,5.3354780255459175,5.335478025635714
1,32,dirichlet,-0.031250000000000035,0.9999999999831699,5.3354780255459175,5.335478025635714
