p,m,kind,θ,λ_min,λ_max,κ
1,4,lumped,1,0.999999999999919,4.44354670514879,4.44354670514915
1,4,lumped,1,0.999999999999919,4.44354670514879,4.44354670514915
1,4,dirichlet,0,0.999999999999946,2.34861818767369,2.34861818767381
1,4,dirichlet,-0.0625,0.999999999999946,2.34861818767369,2.34861818767381
1,6,lumped,1,0.99999999999986,8.16263332834066,8.16263332834181
1,6,lumped,1,0.99999999999986,8.16263332834066,8.16263332834181
1,6,dirichlet,0,0.999999999999777,2.82522182919664,2.82522182919727
1,6,dirichlet,-0.0625,0.999999999999777,2.82522182919664,2.82522182919727
1,8,lumped,1,0.99999999999969,12.2685887833641,12.2685887833679
1,8,lumped,1,0.99999999999969,12.2685887833641,12.2685887833679
1,8,dirichlet,-0.0625,0.999999999999503,3.19260786785099,3.19260786785258
1,8,dirichlet,0,0.999999999999503,3.19260786785099,3.19260786785258
1,10,lumped,1,0.999999999999688,16.6712358297221,16.6712358297273
1,10,lumped,1,0.999999999999688,16.6712358297221,16.6712358297273
1,10,dirichlet,-0.0625,0.999999999999389,3.49525132179121,3.49525132179335
1,10,dirichlet,0,0.999999999999389,3.49525132179121,3.49525132179335
1,12,lumped,1,0.999999999999248,21.314347684091,21.314347684107
1,12,lumped,1,0.999999999999248,21.314347684091,21.314347684107
1,12,dirichlet,-0.0625,0.999999999999161,3.75422422223343,3.75422422223658
1,12,dirichlet,0,0.999999999999161,3.75422422223343,3.75422422223658
1,14,lumped,1,0.99999999999943,26.1594484432303,26.1594484432452
1,14,lumped,1,0.99999999999943,26.1594484432303,26.1594484432452
1,14,dirichlet,0,0.999999999998964,3.98147178391333,3.98147178391745
1,14,dirichlet,-0.0625,0.999999999998964,3.98147178391333,3.98147178391745
1,16,lumped,1,0.999999999999456,31.1786033591328,31.1786033591497
1,16,lumped,1,0.999999999999456,31.1786033591328,31.1786033591497
1,16,dirichlet,0,0.999999999998699,4.18449860326451,4.18449860326995
1,16,dirichlet,-0.0625,0.999999999998699,4.18449860326451,4.18449860326995
1,32,lumped,1,0.999999999998981,75.761107494851,75.7611074949282
1,32,lumped,1,0.999999999998981,75.761107494851,75.7611074949282
1,32,dirichlet,0,0.999999999995734,5.33120628628446,5.3312062863072
1,32,dirichlet,-0.0625,0.999999999995734,5.33120628628446,5.3312062863072
